Id,UTC,UTCMilliseconds,PCLocalTime,channelMap,startSample,startSeconds,duration,lowFreq,highFreq,amplitude,detectionType,bearingAmbiguity,bearing0,ClickNumber,SpeciesCode
383815,2012/06/30 10:23,698,30-Jun-12,8,7207691,600.6409167,467,3500,4500,155.2061314,,FALSE,,16644,1
383803,2012/06/30 10:23,92,30-Jun-12,8,7200425,600.0354167,494,3500,4500,156.9066321,,FALSE,,16632,1
383818,2012/06/30 10:23,881,30-Jun-12,8,7209894,600.8245,458,3500,4500,156.0126437,,FALSE,,16647,1
383816,2012/06/30 10:23,644,30-Jun-12,16,7207046,600.5871667,938,3500,4500,162.1521107,,FALSE,,16645,1
383814,2012/06/30 10:23,635,30-Jun-12,8,7206937,600.5780833,907,3500,4500,160.2425409,,FALSE,,16643,1
383813,2012/06/30 10:23,664,30-Jun-12,1,7207289,600.6074167,458,3500,4500,154.4416284,,FALSE,,16642,1
383812,2012/06/30 10:23,609,30-Jun-12,8,7206624,600.552,528,3500,4500,159.2528367,,FALSE,,16641,1
383811,2012/06/30 10:23,380,30-Jun-12,16,7203875,600.3229167,544,3500,4500,157.2476978,,FALSE,,16640,1
383810,2012/06/30 10:23,351,30-Jun-12,16,7203534,600.2945,565,3500,4500,159.3646859,,FALSE,,16639,1
383809,2012/06/30 10:23,326,30-Jun-12,16,7203237,600.26975,526,3500,4500,159.3646859,,FALSE,,16638,1
383808,2012/06/30 10:23,362,30-Jun-12,8,7203666,600.3055,513,3500,4500,155.5598194,,FALSE,,16637,1
383807,2012/06/30 10:23,107,30-Jun-12,4,7200606,600.0505,727,3500,4500,155.2877857,,FALSE,,16636,1
383804,2012/06/30 10:23,115,30-Jun-12,8,7200695,600.0579167,461,3500,4500,154.7723364,,FALSE,,16633,1
383817,2012/06/30 10:23,759,30-Jun-12,16,7208432,600.7026667,506,3500,4500,155.6083951,,FALSE,,16646,1
383824,2012/06/30 10:23,249,30-Jun-12,2,7214307,601.19225,479,3500,4500,153.8761918,,FALSE,,16653,1
383828,2012/06/30 10:23,738,30-Jun-12,2,7220173,601.6810833,504,3500,4500,157.0226605,,FALSE,,16657,1
383834,2012/06/30 10:23,981,30-Jun-12,16,7223093,601.9244167,580,3500,4500,157.1646175,,FALSE,,16663,1
383833,2012/06/30 10:23,956,30-Jun-12,16,7222792,601.8993333,523,3500,4500,157.8295309,,FALSE,,16662,1
383832,2012/06/30 10:23,996,30-Jun-12,8,7223273,601.9394167,480,3500,4500,154.182756,,FALSE,,16661,1
383831,2012/06/30 10:23,967,30-Jun-12,8,7222922,601.9101667,474,3500,4500,154.3743275,,FALSE,,16660,1
383830,2012/06/30 10:23,736,30-Jun-12,8,7220156,601.6796667,458,3500,4500,154.199037,,FALSE,,16659,1
383829,2012/06/30 10:23,752,30-Jun-12,4,7220347,601.6955833,488,3500,4500,151.6822572,,FALSE,,16658,1
383819,2012/06/30 10:23,107,30-Jun-12,8,7212605,601.0504167,487,3500,4500,159.2222961,,FALSE,,16648,1
383825,2012/06/30 10:23,268,30-Jun-12,2,7214539,601.2115833,477,3500,4500,153.8761918,,FALSE,,16654,1
383823,2012/06/30 10:23,81,30-Jun-12,16,7212287,601.0239167,1024,3500,4500,159.6976655,,FALSE,,16652,1
383822,2012/06/30 10:23,154,30-Jun-12,8,7213162,601.0968333,509,3500,4500,157.0903269,,FALSE,,16651,1
383821,2012/06/30 10:23,127,30-Jun-12,8,7212847,601.0705833,528,3500,4500,159.2222961,,FALSE,,16650,1
383820,2012/06/30 10:23,144,30-Jun-12,4,7213042,601.0868333,458,3500,4500,152.3893345,,FALSE,,16649,1
383827,2012/06/30 10:23,713,30-Jun-12,2,7219880,601.6566667,495,3500,4500,157.0226605,,FALSE,,16656,1
383826,2012/06/30 10:23,283,30-Jun-12,8,7214714,601.2261667,1019,3500,4500,156.9136408,,FALSE,,16655,1
383846,2012/06/30 10:23,972,30-Jun-12,1,7234988,602.9156667,513,3500,4500,154.9403445,,FALSE,,16675,1
383847,2012/06/30 10:23,877,30-Jun-12,2,7233846,602.8205,1024,3500,4500,160.2745749,,FALSE,,16676,1
383848,2012/06/30 10:23,917,30-Jun-12,4,7234319,602.8599167,995,3500,4500,154.7544379,,FALSE,,16677,1
383849,2012/06/30 10:23,991,30-Jun-12,4,7235211,602.93425,498,3500,4500,153.4770789,,FALSE,,16678,1
383850,2012/06/30 10:23,916,30-Jun-12,8,7234311,602.85925,1024,3500,4500,160.8103823,,FALSE,,16679,1
383851,2012/06/30 10:23,910,30-Jun-12,16,7234245,602.85375,1024,3500,4500,163.2623582,,FALSE,,16680,1
383861,2012/06/30 10:23,971,30-Jun-12,32,7234970,602.9141667,1024,3500,4500,160.1368584,,FALSE,,16690,1
383840,2012/06/30 10:23,561,30-Jun-12,8,7230050,602.5041667,471,3500,4500,154.1296109,,FALSE,,16669,1
383845,2012/06/30 10:23,891,30-Jun-12,4,7234013,602.8344167,560,3500,4500,154.9206636,,FALSE,,16674,1
383852,2012/06/30 10:23,998,30-Jun-12,1,7235297,602.9414167,1024,3500,4500,159.1747461,,FALSE,,16681,1
383843,2012/06/30 10:23,746,30-Jun-12,16,7232273,602.6894167,511,3500,4500,154.2097292,,FALSE,,16672,1
383841,2012/06/30 10:23,602,30-Jun-12,32,7230549,602.54575,806,3500,4500,156.6308764,,FALSE,,16670,1
383842,2012/06/30 10:23,724,30-Jun-12,16,7232002,602.6668333,472,3500,4500,154.2097292,,FALSE,,16671,1
383839,2012/06/30 10:23,254,30-Jun-12,32,7226369,602.1974167,960,3500,4500,164.7080334,,FALSE,,16668,1
383838,2012/06/30 10:23,288,30-Jun-12,16,7226777,602.2314167,478,3500,4500,153.6490996,,FALSE,,16667,1
383837,2012/06/30 10:23,263,30-Jun-12,16,7226477,602.2064167,508,3500,4500,155.1339378,,FALSE,,16666,1
383836,2012/06/30 10:23,277,30-Jun-12,8,7226641,602.2200833,475,3500,4500,154.3539348,,FALSE,,16665,1
